iter	RMSE
332	1.328907814
333	1.32710246
334	1.32526399
335	1.324655233
336	1.322918841
337	1.321469293
338	1.319815626
339	1.319162088
340	1.316395392
341	1.314790771
342	1.311626802
343	1.309553512
344	1.30800056
345	1.306608925
346	1.30369628
347	1.302023789
348	1.30107579
349	1.299701654
350	1.297495975
351	1.293617455
352	1.292872788
353	1.29232672
354	1.291454212
355	1.290592113
356	1.287258502
357	1.285768382
358	1.284935963
359	1.284435579
360	1.282451231
361	1.280850183
362	1.2763442
363	1.275866777
364	1.271298796
365	1.270753729
366	1.266850141
367	1.265813468
368	1.26529916
369	1.262461649
370	1.262017285
371	1.258898581
372	1.256736263
373	1.255812443
374	1.254605185
375	1.253675905
376	1.249224534
377	1.246426487
378	1.2447794
379	1.244081814
380	1.242916023
381	1.240346118
382	1.237923524
383	1.234191865
384	1.233667598
385	1.232731031
386	1.230908417
387	1.229373925
388	1.22888032
389	1.227811205
390	1.227370244
391	1.226355065
392	1.223675906
393	1.221027568
394	1.218565282
395	1.216283295
396	1.213262777
397	1.212309365
398	1.209075265
399	1.205919778
400	1.205508144
401	1.204002938
402	1.202562477
403	1.198446938
404	1.196391867
405	1.19313474
406	1.191449998
407	1.190714299
408	1.189637382
409	1.187972778
410	1.183186538
411	1.181952675
412	1.17792599
413	1.176197934
414	1.175189429
415	1.172738845
416	1.171416421
417	1.170693759
418	1.169020346
419	1.165536403
420	1.160579213
421	1.158534271
422	1.157211573
423	1.155140006
424	1.152838907
425	1.151790489
426	1.150974756
427	1.149013851
428	1.147137416
429	1.142898221
430	1.14249846
431	1.140145761
432	1.137182019
433	1.13672154
434	1.135844717
435	1.13459633
436	1.132737475
437	1.131715041
438	1.130953465
439	1.130112489
440	1.127117421
441	1.123565628
442	1.121423694
443	1.120224408
444	1.119833343
445	1.118957102
446	1.11706627
447	1.115067489
448	1.112628247
449	1.111528268
450	1.10741393
451	1.10482173
452	1.101374565
453	1.097515307
454	1.095929233
455	1.092782187
456	1.09138272
457	1.089868643
458	1.085581368
459	1.084933257
460	1.081520604
461	1.081175326
462	1.080757984
463	1.076999854
464	1.074515264
465	1.074195365
466	1.073929111
467	1.071983446
468	1.067400314
469	1.06682505
470	1.062491885
471	1.060554508
472	1.058939273
473	1.057307141
474	1.055907828
475	1.054236188
476	1.050450997
477	1.04821466
478	1.046568973
479	1.043109239
480	1.04256573
481	1.040837762
482	1.040528105
483	1.039172204
484	1.036368838
485	1.035645328
486	1.033200676
487	1.032395155
488	1.030980304
489	1.030558739
490	1.028829273
491	1.026383807
492	1.026095745
493	1.0237257
494	1.02146618
495	1.021170675
496	1.020106878
497	1.019833568
498	1.019420871
499	1.018274498
500	1.017495325
501	1.01577299
502	1.014071778
503	1.013081885
504	1.011489572
505	1.009041101
506	1.007330271
507	1.005722086
508	1.00475278
509	1.00325653
510	1.000498744
511	0.9996349998
512	0.997746695
513	0.9969868886
514	0.9926812273
515	0.9909716608
516	0.9880449935
517	0.9875029693
518	0.9862193476
519	0.9821519877
520	0.980214835
521	0.9792731159
522	0.976187589
523	0.9756338647
524	0.9753690484
525	0.9721236349
526	0.9686569294
527	0.9667069363
528	0.9663102459
529	0.963994343
530	0.9637133099
531	0.9611446289
532	0.9600335255
533	0.9591233175
534	0.9567562796
535	0.9550787054
536	0.9531868937
537	0.9508126612
538	0.9502897473
539	0.9493048689
540	0.9483975659
541	0.9442491564
542	0.9427251884
543	0.9424199167
544	0.9413888828
545	0.9403101011
546	0.9389222525
547	0.9386201802
548	0.9371101345
549	0.936626407
550	0.9326726244
551	0.9319666639
552	0.9317235867
553	0.9278074029
554	0.9272694313
555	0.9270078634
556	0.9266429492
557	0.9263902041
558	0.9245484453
559	0.923228551
560	0.9210780079
561	0.9191962277
562	0.9175884101
563	0.9167417764
564	0.9158742099
565	0.913569618
566	0.9126263838
567	0.9114460349
568	0.9104120261
569	0.9091040653
570	0.9081904561
571	0.9062472678
572	0.9048313268
573	0.9026437455
574	0.9019221132
575	0.9007106416
576	0.8996016856
577	0.8976067601
578	0.896734133
579	0.896492094
580	0.8952597798
581	0.8933277089
582	0.891693805
583	0.8904265602
584	0.888829897
585	0.8875380181
586	0.8860534075
587	0.8856441708
588	0.8854298862
589	0.8843408154
590	0.8840341456
591	0.8827893773
592	0.8824847918
593	0.8812546101
594	0.8787060247
595	0.8781502665
596	0.8766409159
597	0.8763474473
598	0.8748727555
599	0.8714675549
600	0.8702974929
601	0.8685830246
602	0.8683813254
603	0.8680283794
604	0.8676954613
605	0.8665369192
606	0.8661038247
607	0.8632558545
608	0.8610985827
609	0.8609564784
610	0.859210965
611	0.8582333981
612	0.8578355538
613	0.8557847952
614	0.8551068589
615	0.8529170246
616	0.8523388642
617	0.8513187936
618	0.850364219
619	0.8497405279
620	0.8472720353
621	0.846280166
622	0.8439554635
623	0.8423519445
624	0.8387948196
625	0.8384456032
626	0.8367891452
627	0.8357565719
628	0.8349837747
629	0.8321662666
630	0.8295516995
631	0.829179441
632	0.8274391316
633	0.8245150567
634	0.8235651675
635	0.822845433
636	0.8216153716
637	0.8205565666
638	0.8173913354
639	0.8172093121
640	0.8147593291
641	0.8132451366
642	0.8112304749
643	0.8100294434
644	0.8067708986
645	0.8065898458
646	0.8061796589
647	0.8049657925
648	0.8036295521
649	0.802809946
650	0.8026563715
651	0.8019752296
652	0.8002440445
653	0.7995814624
654	0.7976904352
655	0.7958302136
656	0.7954131115
657	0.7945736827
658	0.7920421553
659	0.7909735756
660	0.7881691518
661	0.7872175248
662	0.7870538684
663	0.7859366371
664	0.7849944607
665	0.7841595311
666	0.7832934036
667	0.7831229754
668	0.7810682789
669	0.7793503577
670	0.7778387727
671	0.7771771695
672	0.7767408504
673	0.7745491506
674	0.7719057547
675	0.7713665288
676	0.7710035381
677	0.7695588372
678	0.7693855773
679	0.767466839
680	0.7673381847
681	0.766248722
682	0.765816929
683	0.7642243806
684	0.7638836418
685	0.7634563182
686	0.7615791291
687	0.761380528
688	0.7601096109
689	0.759742976
690	0.7595272357
691	0.7593373691
692	0.7587167874
693	0.7571685409
694	0.7561258062
695	0.75500867
696	0.7548344475
697	0.754474934
698	0.7532059165
699	0.7511678265
700	0.7494030145
701	0.7488075639
702	0.7475719793
703	0.7459169534
704	0.7457561237
705	0.7437607759
706	0.7431730402
707	0.7409477613
708	0.7406270521
709	0.7396231159
710	0.7388239757
711	0.7373692142
712	0.7356653868
713	0.7349900875
714	0.7348810584
715	0.7342250344
716	0.7340308422
717	0.7316632173
718	0.7296451413
719	0.7284251539
720	0.7277978389
721	0.7276724938
722	0.7270782018
723	0.7263227303
724	0.7244230487
725	0.7238963963
726	0.7237680511
727	0.723642301
728	0.722530143
729	0.7215583977
730	0.7212405113
731	0.7190775501
732	0.718957467
733	0.7162461216
734	0.7141542271
735	0.7133838943
736	0.7132324234
737	0.7112931955
738	0.7095631759
739	0.7084723808
740	0.7064664553
741	0.705584952
742	0.7041083307
743	0.7013753794
744	0.7006578196
745	0.6987912387
746	0.6987022596
747	0.698203237
748	0.6971694625
749	0.6966042939
750	0.6959827204
751	0.6958631934
752	0.6956053963
753	0.6936165261
754	0.692640147
755	0.6922557517
756	0.6912102121
757	0.6904953122
758	0.6876259038
759	0.6860604303
760	0.6844181776
761	0.6822372263
762	0.6819761682
763	0.6818744279
764	0.6807007198
765	0.6789941205
766	0.6772696114
767	0.6764553125
768	0.6763212717
769	0.6755791088
770	0.6748617183
771	0.6732080498
772	0.6721422849
773	0.6715504984
774	0.6698973859
775	0.6671159669
776	0.6652806977
777	0.6638195232
778	0.6627029758
779	0.6609959872
780	0.6597876239
781	0.6596821803
782	0.6593701741
783	0.6587240976
784	0.6559448002
785	0.6556557781
786	0.6536436436
787	0.6524186258
788	0.6502025987
789	0.6496313943
790	0.6494467251
791	0.6491826374
792	0.6475975596
793	0.6472615809
794	0.6445814715
795	0.6440526242
796	0.6428491032
797	0.6423963133
798	0.6421779428
799	0.6402876723
800	0.6402053748
801	0.6395513843
802	0.6375512254
803	0.6360769613
804	0.6351146948
805	0.6342747487
806	0.6340396474
807	0.6321247871
808	0.6314355064
809	0.6302887916
810	0.6294654592
811	0.6293743461
812	0.6288017576
813	0.6271611495
814	0.626538768
815	0.6257776287
816	0.6250572338
817	0.6233992065
818	0.6223745957
819	0.6213879504
820	0.619791357
821	0.6189158872
822	0.6171371607
823	0.6152855054
824	0.6144567604
825	0.613754466
826	0.6118557874
827	0.6107768946
828	0.6092797195
829	0.6074852834
830	0.6067018049
831	0.6058530562
832	0.6050556008
833	0.6045559692
834	0.6034420992
835	0.6027403687
836	0.6018636357
837	0.6015781894
838	0.6005795159
839	0.5999830168
840	0.5996124738
841	0.5987129186
842	0.5972829489
843	0.5955605786
844	0.594367151
845	0.5937471044
846	0.5922103098
847	0.5913802321
848	0.5907807567
849	0.5889119926
850	0.5876795897
851	0.5865439448
852	0.5864273113
853	0.584850942
854	0.5842706017
855	0.5839176171
856	0.5829289063
857	0.5826712394
858	0.5824712284
859	0.5818946613
860	0.5813951081
861	0.5809083885
862	0.5796048246
863	0.5779676987
864	0.5766740854
865	0.5765690584
866	0.5757423498
867	0.5741281653
868	0.5730181026
869	0.5716446619
870	0.5706905172
871	0.5706111058
872	0.5693184938
873	0.5672289504
874	0.5661978736
875	0.565933817
876	0.5646886241
877	0.5637675103
878	0.5620973886
879	0.5615241545
880	0.5608302381
881	0.558841677
882	0.5569243647
883	0.556250242
884	0.5561353164
885	0.5554599117
886	0.5542793024
887	0.5529946869
888	0.5513566713
889	0.5500907451
890	0.5488765018
891	0.548686413
892	0.546608368
893	0.5461376294
894	0.5450806988
895	0.5431474608
896	0.5430408178
897	0.5421512678
898	0.5406901787
899	0.5395711959
900	0.5393912749
901	0.538211182
902	0.5370617821
903	0.5369076722
904	0.5360198881
905	0.5354106383
906	0.5351175353
907	0.5338376275
908	0.5330760511
909	0.5319509395
910	0.5307840134
911	0.5299159866
912	0.5294110024
913	0.5289087885
914	0.5276995316
915	0.5270545709
916	0.5265645102
917	0.5248259253
918	0.5233126569
919	0.5216894475
920	0.5204147916
921	0.5195957577
922	0.5195118832
923	0.5181527954
924	0.5177581796
925	0.5158380383
926	0.5144930092
927	0.5140693557
928	0.5134554111
929	0.5123893162
930	0.5120492653
931	0.5105258267
932	0.5099126083
933	0.5081462388
934	0.5072027742
935	0.5063588826
936	0.5055971196
937	0.5050307288
938	0.5041994465
939	0.5034279502
940	0.5033271648
941	0.5021161242
942	0.5013790548
943	0.5007015665
944	0.4997279812
945	0.4995514631
946	0.4981975024
947	0.498101927
948	0.4971507884
949	0.4962899361
950	0.4958112171
951	0.4945543969
952	0.4944840453
953	0.4941558335
954	0.4926259222
955	0.4922833756
956	0.4911343126
957	0.4910151226
958	0.4902282241
959	0.4898461701
960	0.4884232305
961	0.4881117055
962	0.4874754419
963	0.4861448888
964	0.4850540896
965	0.4847886621
966	0.4836851972
967	0.4830629856
968	0.4824699366
969	0.4822263859
970	0.4813897628
971	0.4802969332
972	0.4788021542
973	0.478207118
974	0.4781145149
975	0.4776740334
976	0.4767629087
977	0.4760480054
978	0.4751769082
979	0.4737729977
980	0.4736891784
981	0.4730341509
982	0.4712492093
983	0.470163031
984	0.4693505571
985	0.4689019987
986	0.4686279156
987	0.467487225
988	0.4672781591
989	0.4668060453
990	0.4665175844
991	0.4657110561
992	0.4641860376
993	0.4638223108
994	0.4635086336
995	0.4627328643
996	0.4624223632
997	0.4616759049
998	0.4608330922
999	0.4595162275
